Date	Time	QCL1 Temp (C)	TEC1 Current (mA)	TEC1 Voltage (V)	QCL1 Current (mA)	QCL2 Temp (C)	TEC2 Current (mA)	TEC2 Voltage (V)	QCL2 Current (mA)	QCL3 Temp (C)	TEC3 Current (mA)	TEC3 Voltage (V)	QCL3 Current (mA)	Case Temp 1 (C)	Case Temp 2 (C)	PCB Temp (C)	
2023/02/02	16:18:18	21.7643	-5	0.06	2	20.9528	0	0.07	6	20.7815	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:19	21.7643	-5	0.06	2	20.9528	0	0.07	6	20.7815	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:19	21.7643	0	0.06	2	20.9528	-5	0.07	6	20.7915	-10	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:20	21.7643	0	0.06	2	20.9528	-5	0.07	6	20.7915	-10	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:20	21.7643	0	0.06	2	20.9528	0	0.08	6	20.7915	-10	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:21	21.7643	-5	0.06	4	20.9579	0	0.08	6	20.7865	-10	0.02	0	21.65	21.55	19.40	
2023/02/02	16:18:21	21.7643	-5	0.06	4	20.9579	0	0.08	6	20.7865	-10	0.02	0	21.65	21.55	19.40	
2023/02/02	16:18:22	21.7694	-5	0.06	4	20.9579	-10	0.07	6	20.7865	-5	0.02	4	21.65	21.55	19.40	
2023/02/02	16:18:22	21.7694	-5	0.06	4	20.9528	-5	0.08	6	20.7966	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:23	21.7694	-5	0.06	4	20.9528	-5	0.08	6	20.7966	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:23	21.7694	-5	0.06	4	20.9579	-5	0.08	6	20.7966	-15	0.01	0	21.65	21.55	19.50	
2023/02/02	16:18:24	21.7694	-5	0.06	4	20.9579	-5	0.08	6	20.7966	-15	0.01	0	21.65	21.55	19.50	
2023/02/02	16:18:24	21.7694	-5	0.05	2	20.9579	0	0.07	6	20.7966	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:25	21.7694	-10	0.06	4	20.9629	0	0.08	7	20.7966	-10	0.01	2	21.65	21.55	19.50	
2023/02/02	16:18:25	21.7694	-10	0.06	4	20.9629	0	0.08	7	20.7966	-10	0.01	2	21.65	21.55	19.50	
2023/02/02	16:18:26	21.7694	0	0.06	2	20.9579	-5	0.08	6	20.8016	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:26	21.7694	0	0.06	2	20.9579	-5	0.08	6	20.8016	-5	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:27	21.7694	0	0.06	4	20.9629	5	0.07	6	20.7966	-5	0.01	0	21.65	21.55	19.50	
2023/02/02	16:18:27	21.7694	-10	0.06	4	20.9579	-10	0.08	6	20.8016	-15	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:28	21.7694	-10	0.06	4	20.9579	-10	0.08	6	20.8016	-15	0.01	2	21.65	21.55	19.40	
2023/02/02	16:18:28	21.7694	-10	0.06	4	20.9679	-5	0.08	6	20.8016	-5	0.01	2	21.65	21.55	19.50	
2023/02/02	16:18:29	21.7694	-5	0.06	4	20.9679	-5	0.07	6	20.7966	-5	0.01	2	21.65	21.55	19.50	
2023/02/02	16:18:29	21.7694	-5	0.06	4	20.9679	-5	0.07	6	20.7966	-5	0.01	2	21.65	21.55	19.50	
2023/02/02	16:18:30	21.7694	-5	0.06	4	20.9679	0	0.08	6	20.8016	-5	0.01	2	21.65	21.65	19.40	
2023/02/02	16:18:30	21.7694	-5	0.06	4	20.9679	0	0.08	6	20.8016	-5	0.01	2	21.65	21.65	19.40	
2023/02/02	16:18:31	21.7694	-10	0.06	4	20.9679	-5	0.08	6	20.8016	-5	0.02	0	21.65	21.65	19.40	
2023/02/02	16:18:31	21.7694	0	0.06	4	20.9629	-5	0.08	6	20.8016	-10	0.01	0	21.65	21.65	19.50	
2023/02/02	16:18:32	21.7694	0	0.06	4	20.9629	-5	0.08	6	20.8016	-10	0.01	0	21.65	21.65	19.50	
2023/02/02	16:18:32	21.7694	-10	0.06	6	20.9730	-10	0.08	4	20.8016	-5	0.01	2	21.65	21.65	19.50	
2023/02/02	16:18:33	21.7694	-10	0.06	4	20.9730	-5	0.08	6	20.8016	0	0.01	2	21.65	21.65	19.50	
2023/02/02	16:18:33	21.7694	-10	0.06	4	20.9730	-5	0.08	6	20.8016	0	0.01	2	21.65	21.65	19.50	
2023/02/02	16:18:34	21.7694	-15	0.06	4	20.9730	-5	0.08	7	20.8016	-15	0.01	0	21.65	21.65	19.60	
2023/02/02	16:18:34	21.7694	-15	0.06	4	20.9730	-5	0.08	7	20.8016	-15	0.01	0	21.65	21.65	19.60	
2023/02/02	16:18:35	21.7694	0	0.06	2	20.9730	-5	0.08	6	20.8016	-10	0.01	2	21.65	21.65	19.50	
2023/02/02	16:18:35	21.7694	-5	0.06	2	20.9730	-10	0.07	2	20.8016	-15	0.01	0	21.65	21.65	19.50	
2023/02/02	16:18:36	21.7694	-5	0.06	2	20.9730	-10	0.07	2	20.8016	-15	0.01	0	21.65	21.65	19.50	
2023/02/02	16:18:36	21.7694	0	0.06	0	20.9780	0	0.08	6	20.8016	-15	0.02	2	21.65	21.65	19.60	
2023/02/02	16:18:37	21.7694	-5	0.06	2	20.9730	-5	0.08	6	20.8016	-5	0.01	2	21.65	21.65	19.60	
2023/02/02	16:18:37	21.7694	-5	0.06	2	20.9730	-5	0.08	6	20.8016	-5	0.01	2	21.65	21.65	19.60	
2023/02/02	16:18:38	21.7694	-10	0.06	4	20.9730	0	0.08	6	20.8016	-15	0.01	0	21.65	21.65	19.60	
2023/02/02	16:18:38	21.7694	-10	0.06	4	20.9730	0	0.08	6	20.8016	-15	0.01	0	21.65	21.65	19.60	
2023/02/02	16:18:39	21.7694	-5	0.06	4	20.9780	-10	0.07	6	20.8016	-10	0.01	2	21.75	21.65	19.60	
2023/02/02	16:18:39	21.7694	1135	4.42	4	20.9831	-5	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.50	
2023/02/02	16:18:40	21.7694	1135	4.42	4	20.9831	-5	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.50	
2023/02/02	16:18:40	21.7189	315	4.44	2	20.9780	-15	0.08	7	20.8016	-10	0.01	2	21.75	21.65	19.70	
2023/02/02	16:18:41	21.6181	340	4.76	4	20.9831	-10	0.08	7	20.8016	-5	0.01	2	21.75	21.65	19.70	
2023/02/02	16:18:41	21.6181	340	4.76	4	20.9831	-10	0.08	7	20.8016	-5	0.01	2	21.75	21.65	19.70	
2023/02/02	16:18:42	21.4972	360	5.06	4	21.0032	-10	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.50	
2023/02/02	16:18:42	21.4972	360	5.06	4	21.0032	-10	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.50	
2023/02/02	16:18:43	21.3913	385	5.39	2	20.9932	-5	0.08	6	20.8066	-10	0.01	0	21.75	21.65	19.60	
2023/02/02	16:18:43	21.2704	390	5.66	4	20.9881	0	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.60	
2023/02/02	16:18:44	21.2704	390	5.66	4	20.9881	0	0.08	6	20.8016	-10	0.01	0	21.75	21.65	19.60	
2023/02/02	16:18:44	21.1494	410	5.98	4	21.0032	-5	2.19	6	20.8016	-10	1.75	2	21.75	21.65	19.70	
2023/02/02	16:18:45	21.0083	420	6.12	2	20.9831	230	3.19	4	20.8016	-30	14.92	4	21.75	21.75	19.70	
2023/02/02	16:18:45	21.0083	420	6.12	2	20.9831	230	3.19	4	20.8016	-30	14.92	4	21.75	21.75	19.70	
2023/02/02	16:18:46	20.8873	445	6.34	2	20.9024	245	3.43	4	20.8016	-30	14.90	0	21.75	21.75	19.70	
2023/02/02	16:18:46	20.8873	445	6.34	2	20.9024	245	3.43	4	20.8016	-30	14.90	0	21.75	21.75	19.70	
2023/02/02	16:18:47	20.7512	440	6.51	4	20.8268	245	3.68	6	20.8066	-25	14.93	6	21.75	21.75	19.70	
2023/02/02	16:18:47	20.6101	455	6.61	4	20.7563	270	3.94	4	20.8066	-30	14.94	0	21.75	21.85	19.60	
2023/02/02	16:18:48	20.6101	455	6.61	4	20.7563	270	3.94	4	20.8066	-30	14.94	0	21.75	21.85	19.60	
2023/02/02	16:18:48	20.4790	455	6.70	4	20.6958	285	4.17	6	20.8117	-30	14.96	0	21.75	21.85	19.70	
2023/02/02	16:18:49	20.4790	455	6.70	4	20.6958	285	4.17	6	20.8117	-30	14.96	0	21.75	21.85	19.70	
2023/02/02	16:18:49	20.3429	460	6.82	2	20.6202	295	4.40	6	20.8117	-35	14.93	2	21.75	21.85	19.60	
2023/02/02	16:18:50	20.1968	460	6.85	2	20.5345	300	4.56	7	20.8167	-30	14.99	2	21.75	21.85	19.70	
2023/02/02	16:18:50	20.1968	460	6.85	2	20.5345	300	4.56	7	20.8167	-30	14.99	2	21.75	21.85	19.70	
2023/02/02	16:18:51	20.0607	460	6.83	2	20.4538	320	4.69	9	20.8268	-30	14.97	0	21.75	21.95	19.80	
2023/02/02	16:18:51	19.9196	455	6.78	6	20.3782	330	4.91	6	20.8117	-30	14.99	0	21.75	21.95	19.70	
